   2.2786884e+02   6.7831812e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.8435553e+01   6.4449174e+01  -1.7567500e+00   2.1513983e-16   0.0000000e+00
   5.6004129e+02   6.7136111e+01   3.2735000e+00  -0.0000000e+00   0.0000000e+00
   4.0733361e+02   6.7455941e+01   1.7567500e+00  -0.0000000e+00   0.0000000e+00
   5.2693058e+02   2.1240391e+02   2.9493216e+00  -1.4203184e+00   0.0000000e+00
   3.8944469e+02   1.4594063e+02   1.5827771e+00  -7.6222526e-01   0.0000000e+00
   4.3474223e+02   3.2772105e+02   2.0409939e+00  -2.5593254e+00   0.0000000e+00
   3.3963755e+02   2.0824371e+02   1.0953157e+00  -1.3734825e+00   0.0000000e+00
   3.0372087e+02   3.9122861e+02   7.2842228e-01  -3.1914265e+00   0.0000000e+00
   2.6884986e+02   2.4255531e+02   3.9091365e-01  -1.7127046e+00   0.0000000e+00
   1.5812580e+02   3.9260085e+02  -7.2842228e-01  -3.1914265e+00   0.0000000e+00
   1.9018835e+02   2.4329670e+02  -3.9091365e-01  -1.7127046e+00   0.0000000e+00
   2.1540203e+01   3.2815376e+02  -2.0409939e+00  -2.5593254e+00   0.0000000e+00
   1.1639445e+02   2.0847749e+02  -1.0953157e+00  -1.3734825e+00   0.0000000e+00
   2.8326886e+02   4.7834239e+02   7.0617018e-01  -3.0939337e+00   2.4640000e+00
   4.9429181e+02   3.7952189e+02   1.9786449e+00  -2.4811422e+00   2.4640000e+00
