   2.3208794e+02   4.1467851e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.9890229e+02   9.0334155e+01   7.2842228e-01   3.1914265e+00   0.0000000e+00
   2.6819731e+02   2.3938878e+02   3.9091365e-01   1.7127046e+00   0.0000000e+00
   4.3175088e+02   1.5048515e+02   2.0409939e+00   2.5593254e+00   0.0000000e+00
   3.3999444e+02   2.7189699e+02   1.0953157e+00   1.3734825e+00   0.0000000e+00
   5.2651659e+02   2.6310281e+02   2.9493216e+00   1.4203184e+00   0.0000000e+00
   3.9120993e+02   3.3276044e+02   1.5827771e+00   7.6222526e-01   0.0000000e+00
   5.6316999e+02   4.0774333e+02   3.2735000e+00  -0.0000000e+00   0.0000000e+00
   4.1101901e+02   4.1093044e+02   1.7567500e+00  -0.0000000e+00   0.0000000e+00
   2.8687293e+02   2.9671417e+00   7.0617018e-01   3.0939337e+00   2.4640000e+00
   4.9700000e+02   1.0500000e+02   1.9786449e+00   2.4811422e+00   2.4640000e+00
