   2.2834214e+02   6.5343304e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.7569843e+01   6.1935423e+01  -1.7567500e+00   2.1513983e-16   0.0000000e+00
   5.6296226e+02   6.9969055e+01   3.2735000e+00  -0.0000000e+00   0.0000000e+00
   4.0912928e+02   6.7842485e+01   1.7567500e+00  -0.0000000e+00   0.0000000e+00
   5.2877638e+02   2.1275867e+02   2.9493216e+00  -1.4203184e+00   0.0000000e+00
   3.9065948e+02   1.4498825e+02   1.5827771e+00  -7.6222526e-01   0.0000000e+00
   4.3872757e+02   3.2559317e+02   2.0409939e+00  -2.5593254e+00   0.0000000e+00
   3.4200829e+02   2.0595000e+02   1.0953157e+00  -1.3734825e+00   0.0000000e+00
   3.0462375e+02   3.9118550e+02   7.2842228e-01  -3.1914265e+00   0.0000000e+00
   2.6955525e+02   2.4138795e+02   3.9091365e-01  -1.7127046e+00   0.0000000e+00
   1.5862695e+02   3.9265327e+02  -7.2842228e-01  -3.1914265e+00   0.0000000e+00
   1.9067671e+02   2.4218095e+02  -3.9091365e-01  -1.7127046e+00   0.0000000e+00
   2.5900143e+01   3.3181893e+02  -2.0409939e+00  -2.5593254e+00   0.0000000e+00
   1.1896763e+02   2.0931363e+02  -1.0953157e+00  -1.3734825e+00   0.0000000e+00
   6.6477772e+01   1.4590486e+02  -1.5827771e+00  -7.6222526e-01   0.0000000e+00
   2.8554313e+02   4.7704481e+02   7.0617018e-01  -3.0939337e+00   2.4640000e+00
   4.9356195e+02   3.8034418e+02   1.9786449e+00  -2.4811422e+00   2.4640000e+00
