   4.2276996e+02   4.2249902e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.7400535e+01   4.1406850e+02  -3.2735000e+00   4.0088813e-16   0.0000000e+00
   2.4181594e+02   4.1795020e+02  -1.7567500e+00   2.1513983e-16   0.0000000e+00
   1.2433916e+02   2.6925809e+02  -2.9493216e+00   1.4203184e+00   0.0000000e+00
   2.6174677e+02   3.3981539e+02  -1.5827771e+00   7.6222526e-01   0.0000000e+00
   2.1715474e+02   1.5742148e+02  -2.0409939e+00   2.5593254e+00   0.0000000e+00
   3.1182693e+02   2.7947213e+02  -1.0953157e+00   1.3734825e+00   0.0000000e+00
   3.4958828e+02   9.5102983e+01  -7.2842228e-01   3.1914265e+00   0.0000000e+00
   3.8328359e+02   2.4584717e+02  -3.9091365e-01   1.7127046e+00   0.0000000e+00
   4.9595165e+02   9.5102983e+01   7.2842228e-01   3.1914265e+00   0.0000000e+00
   4.6225633e+02   2.4584717e+02   3.9091365e-01   1.7127046e+00   0.0000000e+00
   1.6141541e+02   1.1065713e+02  -1.9786449e+00   2.4811422e+00   2.4640000e+00
   2.1366520e+02   8.2932749e+01  -1.9786449e+00   2.4811422e+00   2.4640000e+00
   3.7496391e+02   8.0167636e+00  -2.8592247e+00  -1.3769300e+00   2.4640000e+00
