   4.2707163e+02   5.9083784e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0764405e+02   4.9999572e+01   1.7567500e+00  -0.0000000e+00   0.0000000e+00
   6.3580141e+02   3.1995688e+02   2.0409939e+00  -2.5593254e+00   0.0000000e+00
   5.4002731e+02   2.0025721e+02   1.0953157e+00  -1.3734825e+00   0.0000000e+00
   2.2764819e+02   3.2713823e+02  -2.0409939e+00  -2.5593254e+00   0.0000000e+00
   3.1915214e+02   2.0414345e+02  -1.0953157e+00  -1.3734825e+00   0.0000000e+00
   1.3249587e+02   2.1671632e+02  -2.9493216e+00  -1.4203184e+00   0.0000000e+00
   2.6765976e+02   1.4438781e+02  -1.5827771e+00  -7.6222526e-01   0.0000000e+00
   9.3294601e+01   7.3773538e+01  -3.2735000e+00  -4.0088813e-16   0.0000000e+00
   2.4644570e+02   6.7033254e+01  -1.7567500e+00  -2.1513983e-16   0.0000000e+00
   1.6741162e+02   3.7286482e+02  -1.9786449e+00  -2.4811422e+00   2.4640000e+00
   3.7196209e+02   4.6805166e+02  -7.0617018e-01  -3.0939337e+00   2.4640000e+00
